config_id,basin_en,basin_cn,season,block_count,correlation_method,deseason_method,lag_days,observed_correlation,bootstrap_correlation_median,bootstrap_correlation_ci025,bootstrap_correlation_ci975,bootstrap_reps
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,4,0.3570545199,0.3567197919,0.3182469606,0.3966481686,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,5,0.3035297639,0.3018769026,0.2547489703,0.344620645,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,6,0.2673930161,0.2647843361,0.2126292884,0.3121971786,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,7,0.2363521602,0.2320550084,0.1722722352,0.289981246,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,8,0.2271115804,0.2213341892,0.1578367651,0.2890097201,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,9,0.2321925361,0.2260792106,0.1569549441,0.3028325737,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,10,0.2337620186,0.2282747477,0.1673322171,0.2933298647,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,11,0.1964129962,0.1930418313,0.1325707287,0.2519047856,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,12,0.1684114068,0.1664947718,0.09600572288,0.23116377,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,13,0.1416135947,0.1392736584,0.06330884993,0.20744057,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,14,0.115599759,0.1133250967,0.03241707012,0.1860494167,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,15,0.1041035694,0.1015471071,0.01829079911,0.1781969368,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,16,0.09902273224,0.09552159905,0.004867825657,0.1792757958,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,17,0.08617042627,0.0836622715,-0.005031588022,0.1646858752,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,18,0.0773591868,0.07411450893,-0.001264994382,0.1450230181,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,19,0.06902301559,0.0639615804,-0.0005832996685,0.1253497154,2000
full2020_month_median_spearman,Fuhe,抚河,Spring,15,spearman,month_median,20,0.0609053009,0.05701147765,-0.02125568688,0.1289872378,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,0,0.1553079238,0.1549762487,0.07550933957,0.2352290303,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,1,0.3433589784,0.3451235592,0.2744933069,0.4196033776,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,2,0.4235716357,0.4263970852,0.360886246,0.4910098314,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,3,0.3943493516,0.3975448012,0.3297725022,0.4568715692,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,4,0.3195985223,0.3212948442,0.2528809309,0.3842144608,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,5,0.2421260223,0.2432933599,0.1754033864,0.3003233969,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,6,0.1846212723,0.185499087,0.1149629503,0.2419377863,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,7,0.1369876198,0.1366152912,0.05886874348,0.2080309242,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,8,0.1018705976,0.1009126678,0.01398000587,0.1807967275,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,9,0.08869531091,0.08549140394,-0.003184715519,0.1710179597,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,10,0.06406692146,0.05946265161,-0.03346683085,0.1525125951,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,11,0.04875559564,0.04542961717,-0.04697114974,0.1353336424,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,12,0.0397198647,0.03607403487,-0.05610172451,0.1294221431,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,13,0.04152103253,0.03720858693,-0.05070355162,0.1252905279,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,14,0.05128315464,0.04900421947,-0.04120713845,0.1322406977,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,15,0.03981797023,0.03779348731,-0.05062455311,0.1143553704,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,16,0.009370346059,0.00654115295,-0.06968327612,0.07659913599,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,17,-0.002218836449,-0.006143231411,-0.07460874319,0.05839028955,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,18,0.004929580681,0.0002518252004,-0.05142119154,0.05244937539,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,19,-0.01891468828,-0.02396489494,-0.08483857661,0.03212499619,2000
full2020_month_median_spearman,Fuhe,抚河,Summer,15,spearman,month_median,20,-0.03764844557,-0.04397013038,-0.1120251417,0.01941545494,2000
full2020_month_median_spearman,Fuhe,抚河,Winter,14,spearman,month_median,0,0.1595634151,0.1567315757,0.05087428913,0.2468469888,2000
full2020_month_median_spearman,Fuhe,抚河,Winter,14,spearman,month_median,1,0.2539162798,0.2539828122,0.1448673159,0.3470652699,2000
full2020_month_median_spearman,Fuhe,抚河,Winter,14,spearman,month_median,2,0.3276011861,0.3281182945,0.2260248065,0.4252694249,2000
full2020_month_median_spearman,Fuhe,抚河,Winter,14,spearman,month_median,3,0.3545767416,0.3533560038,0.2644343972,0.4530553818,2000
full2020_month_median_spearman,Fuhe,抚河,Winter,14,spearman,month_median,4,0.3576690435,0.3547181487,0.2680613399,0.4621269405,2000
full2020_month_median_spearman,Fuhe,抚河,Winter,14,spearman,month_median,5,0.3450267394,0.3436704278,0.2502743602,0.4471257627,2000
full2020_month_median_spearman,Fuhe,抚河,Winter,14,spearman,month_median,6,0.3215466123,0.3223801553,0.2242692262,0.4202905893,2000
